FID,SMILES,frequency,TPSA
0,[6*]C(N)=O,5940,43.09
1,[14*]c1ncnc2nc[nH]c12,2712,54.46
2,[5*]NC(N)=NC,2671,50.41
3,[14*]c1nc2[nH]ncc2c(=O)[nH]1,2162,74.43
4,[16*]c1cc2c([nH]c1=O)CCCC2=O,1841,49.93
5,[14*]c1ccc2nncn2n1,1716,43.08
6,[9*]n1c(=O)c(=O)[nH]c2ccccc21,1366,54.86
7,[9*]n1nnc2ccccc2c1=O,1321,47.78
8,[9*]n1ncc2cncnc21,1290,43.60
9,[16*]c1c[nH]c2nc(C)ccc2c1=O,1235,45.75
10,[14*]c1nc2cnccc2[nH]1,1195,41.57
11,[15*]C1C(C#N)=COC(N)=C1C#N,1135,82.83
12,[14*]c1ncn[nH]1,1130,41.57
13,[9*]n1cc2c(n1)C(N)CCC2,1062,43.84
14,[14*]c1cc2[nH]ncc2cn1,1023,41.57
15,[10*]N1CCC(=O)NC1=O,1023,49.41
16,[13*]C1NC(=O)N(C)C2=C1C(=O)NC2,988,61.44
17,[5*]N1CCNS1(=O)=O,930,49.41
18,[10*]N1C(=O)CCNC1=O,903,49.41
19,[10*]N1C(=O)N[C@]2(CCCc3ccccc32)C1=O,887,49.41
20,[5*]N1CCCC2(C1)NC(=O)NC2=O,874,61.44
21,[5*]N1CCN(S(=O)(=O)N2CCOCC2)CC1,856,53.09
22,[16*]c1ccc2c3c(cccc13)C(=O)NC2=O,838,46.17
23,[15*][C@@H]1C[C@H]2C(=O)NCC(=O)N2C1,836,49.41
24,[6*]C(=O)NO,834,49.33
25,[15*][C@H]1C[C@H]2C(=O)NCC(=O)N2C1,785,49.41
26,[14*]c1nnc2c(n1)[nH]c1ccccc12,731,54.46
27,[13*][C@H]1NC(=O)[C@@H]2CCCN2C1=O,730,49.41
28,[13*]C1COC(N)=N1,712,47.61
29,[14*]c1nc2c(c(=O)[nH]1)CCC2,663,45.75
30,[12*]S(=O)(=O)c1ccc2[nH]c(=O)sc2c1,660,67.00
31,[14*]c1nc2c(oc3ccccc32)c(=O)[nH]1,654,58.89
32,[14*]c1nc2c(c(=O)[nH]1)CCCC2,651,45.75
33,[14*]c1nc2ncccc2c(=O)[nH]1,642,58.64
34,[16*]c1cnc2[nH]c(=O)[nH]c2c1,621,61.54
35,[11*]SC1=Nc2ccccc2C2=NCC(=O)N12,618,45.03
36,[13*][C@H]1NC(=O)c2ccccc2NC1=O,608,58.20
37,[10*]N1C(=O)N(C)c2ccccc2S1(=O)=O,576,57.69
38,[1*]C(=O)/C(C#N)=C1/NC(=O)CS1,574,69.96
39,[10*]N1C(=O)CS/C1=C(/C#N)C=O,572,61.17
40,[14*]c1[nH]nc2c1CS(=O)C2,563,45.75
41,[4*]CC(N)=O,562,43.09
42,[16*]c1cnc2[nH]c(=O)[nH]c(=O)c2c1,553,78.61
43,[16*]c1c(C)nc2c(c1C)c(=O)[nH]n2C,551,50.68
44,[12*]S(=O)(=O)c1cc2c3c(c1)CCC(=O)N3CCC2,544,54.45
45,[14*]c1nccc2[nH]cnc12,537,41.57
46,[16*]c1ccc(C2=NNC(=O)CC2C)cc1,522,41.46
47,[16*]c1c[nH]c2ncccc2c1=O,499,45.75
48,[13*][C@@H]1NC(=O)NC2=C1C(=O)NC2,489,70.23
49,[3*]OC1=C(C#N)CC(C#N)=C(N)O1,485,92.06
50,[8*]CC(N)=O,484,43.09
51,[14*]c1nc(=O)cc[nH]1,472,45.75
52,[14*]c1ncc2[nH]c(=O)[nH]c2n1,443,74.43
53,[16*]c1c(C)nc2cc(=O)[nH]n2c1C,437,50.16
54,[14*]c1cn[nH]c(=O)n1,436,58.64
55,[14*]c1ccc2c(=O)[nH]c(=O)[nH]c2n1,435,78.61
56,[5*]N1CCC2(C1)NC(=O)NC2=O,431,61.44
57,[16*]c1cnn2c1C(=O)NC[C@@H]2C,429,46.92
58,[14*]c1[nH]nc2c1C[S@@](=O)C2,426,45.75
59,[14*]c1n[nH]c(=O)[nH]c1=O,421,78.61
60,[14*]c1ccc2c(=O)cc[nH]c2n1,398,45.75
61,[14*]c1nc2c([nH]c3ccccc32)c(=O)[nH]1,392,61.54
62,[1*]C(=O)C1=C(C)OC(N)=C(C#N)C1,382,76.11
63,[12*]S(=O)(=O)c1cccc2nsnc12,379,59.92
64,[14*]c1nc(=O)[nH]c2c1CCC2,346,45.75
65,[12*]S(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C,338,54.45
66,[9*]n1c(=O)[nH]c(=O)c2[nH]cnc21,332,83.54
67,[13*][C@@H]1Nc2ccccc2S(=O)(=O)N1,329,58.20
68,[16*]c1ccc(S(=O)(=O)C2CCNCC2)cc1,327,46.17
69,[9*]n1ncc(=O)[nH]c1=O,317,67.75
70,[14*]c1nc2ncncc2[nH]1,314,54.46
71,[14*]c1nccc2[nH]ncc12,311,41.57
72,[14*]c1nc(Cl)c2[nH]cnc2n1,311,54.46
73,[14*]c1cc2n(n1)C[C@@H](C)NC2=O,311,46.92
74,[16*]c1c(O)c2cccnc2[nH]c1=O,294,65.98
75,[14*]c1cc2n(n1)C[C@H](C)NC2=O,284,46.92
76,[5*]N1C(C)=NS(=O)(=O)c2ccccc21,282,49.74
77,[8*]CCC(N)=O,281,43.09
78,[14*]c1cc(=O)n2c(n1)SCC2CC=O,280,51.96
79,[9*]n1ncc2c1NC(=O)C[C@@H]2c1ccccc1,276,46.92
80,[7*]=C(C#N)C#N,271,47.58
81,[14*]c1nc2cnccc2c(=O)[nH]1,270,58.64
82,[16*]c1cc(C)nc2c1c(=O)[nH]n2C,266,50.68
83,[15*][C@@H]1C(C#N)=C(N)OC2=C1C(=O)CCC2,266,76.11
84,[14*]c1nc(Cl)nc2[nH]ncc12,266,54.46
85,[15*][C@H]1C(C#N)=C(N)OC2=C1C(=O)CCC2,263,76.11
86,[14*]c1nc2c(s1)C(=O)NCCC2,262,41.99
87,[6*]C(=O)NN=C1CCNCC1,261,53.49
88,[9*]n1cnc2c([nH]c3ccc(C)cc32)c1=O,256,50.68
89,[16*]c1cccn2c(=O)[nH]nc12,256,50.16
90,[9*]n1ncc2c(N)ncnc21,251,69.62
91,[14*]c1c[nH]nn1,251,41.57
92,[1*]C(=O)/C(C#N)=C1\NC(=O)CS1,251,69.96
93,[9*]n1c(=O)[nH]c2sc(C)cc2c1=O,247,54.86
94,[14*]c1ccc(=O)[nH]n1,244,45.75
95,[9*]n1ncc2c(C)n[nH]c(=O)c21,242,63.57
96,[9*]n1nc(C)c2cn[nH]c2c1=O,242,63.57
97,[13*][C@H]1NC(=O)NC2=C1C(=O)OC2,240,67.43
98,[13*][C@@H]1NC(=O)NC2=C1C(=O)OC2,239,67.43
99,[14*]c1[nH]nc2c1C(c1ccccc1)C(C#N)=C(N)O2,235,87.72
100,[8*]CC[N+](=O)[O-],233,43.14
101,[16*]c1cnc2[nH]ccc(=O)c2c1,230,45.75
102,[9*]n1ncc2cn[nH]c2c1=O,223,63.57
103,[5*]N1CCc2c(sc3nc[nH]c(=O)c23)C1,219,48.99
104,[16*]c1ccc2c(c1)NCNS2(=O)=O,210,58.20
105,[12*]S(=O)(=O)c1cccc2nonc12,210,73.06
106,[14*]c1ncnc2c1cnn2C,208,43.60
107,[1*]C(=O)CN1C(=O)NS(=O)(=O)c2ccccc21,206,83.55
108,[6*]C(=O)[C@@H]1CC(=O)Nc2[nH]nc(C)c21,203,74.85
109,[6*]C(=O)C1CC(=O)Nc2[nH]nc(C)c21,203,74.85
110,[14*]c1ncc2nc[nH]c2n1,199,54.46
111,[15*]C1C(C#N)=C(N)OC2=C1C(=O)CCC2,196,76.11
112,[16*]c1ccc2c(c1)NC(=O)CNC2=O,194,58.20
113,[1*]C(=O)/C=C1/NC(=O)CS1,190,46.17
114,[9*]n1cnc2sc3c(c2c1=O)CCNC3,189,46.92
115,[9*]n1c(=O)c(=O)[nH]c2cc(F)ccc21,188,54.86
116,[16*]c1ccc(S(=O)(=O)C2CNC2)cc1,188,46.17
117,[16*]c1ccc(C2CC(=O)Nc3[nH]ncc32)cc1,187,57.78
118,[13*]C1(C)NC(=O)NC1=O,187,58.20
119,[16*]c1c[nH]cc2c(=O)[nH]nc1-2,186,61.54
120,[14*]c1[nH]nc2c1[C@H](c1ccccc1)C(C#N)=C(N)O2,186,87.72
121,[14*]c1[nH]nc2c1[C@@H](c1ccccc1)C(C#N)=C(N)O2,185,87.72
122,[14*]c1nc2ccccc2c(=O)[nH]1,184,45.75
123,[9*]n1cnc2cnccc2c1=O,176,47.78
124,[14*]c1nc2[nH]ccc(=O)c2cc1F,176,45.75
125,[1*]C(=O)CN1C(=O)CCS(=O)(=O)c2ccccc21,176,71.52
126,[14*]c1cc(C)c2c(=O)[nH]c(=O)[nH]c2n1,175,78.61
127,[1*]C(=O)C1NC(=O)Cc2ccccc21,175,46.17
128,[15*]C1C2=C(CCCC2=O)OC2=C1C(=O)CCC2,170,43.37
129,[15*]C1CCCN(S(=O)(=O)N2CCOCC2)C1,165,49.85
130,[9*]n1cnc2oc(C)c(C)c2c1=O,162,48.03
131,[16*]c1cncc2[nH]ncc12,162,41.57
132,[5*]N1CC[C@@]2(C1)NC(=O)NC2=O,161,61.44
133,[13*]C1CC(c2ccccc2)n2ncnc2N1,161,42.74
134,[7*]=Cc1sc(=O)[nH]c1O,160,53.09
135,[10*]N1C(=O)c2ccncc2C1=O,152,50.27
136,[13*]C1SC(=C(C#N)C=O)NC1=O,151,69.96
137,[13*][C@H]1C[C@H](c2ccccc2)n2ncnc2N1,150,42.74
138,[7*]=C1SC(NC)=NC1=O,149,41.46
139,[5*]N[C@@H]1CCCc2[nH]c(=O)ccc21,149,44.89
140,[14*]c1cc2c(=O)[nH]ncn2n1,149,63.05
141,[14*]c1nc2scnn2c1C#N,148,53.98
142,[14*]c1nc2c([nH]1)c(=O)[nH]c(=O)n2C,148,83.54
143,[13*][C@@H]1C[C@H](c2ccccc2)n2ncnc2N1,148,42.74
144,[14*]c1nnc2cnccn12,147,43.08
145,[14*]c1ncnc2c1c(Br)nn2C,144,43.60
146,[14*]c1nc2cc(Br)sc2c(=O)[nH]1,141,45.75
147,[15*][C@@H]1C(C#N)=C(N)OC2=C1C(=O)CC(C)(C)C2,139,76.11
148,[14*]c1nc(N)nc2c1CNC2,138,63.83
149,[13*][C@H]1S/C(=C(/C#N)C=O)NC1=O,138,69.96
150,[9*]n1c(O)c(C)[nH]c1=O,137,58.02
151,[16*]c1cc2c([nH]c1=O)CC(C)CC2=O,137,49.93
152,[7*]=C1C(=O)Nc2ccc([SH](=O)=O)cc21,136,63.24
153,[5*]N1CCC2(CC1)NC(=O)c1ccc(Cl)cc1N2,136,44.37
154,[8*]CN=C(N)N1CCC2(CCCCC2)C1,134,41.62
155,[14*]c1nn[nH]c1C,132,41.57
156,[10*]N1C(=O)C2(CCCC2)NC(=O)C1C,132,49.41
157,[16*]c1c(O)c2cccc3c2n(c1=O)CCC3,131,42.23
158,[10*]N1CC(=O)Nc2cc(Cl)ccc2C1=O,130,49.41
159,[10*]N1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,129,80.52
160,[9*]n1nc2n(c1=O)C(C=O)CCC2,127,56.89
161,[16*]c1cccc([C@H]2CC(=O)Nc3[nH]ncc32)c1,127,57.78
162,[14*]c1cc2nc(C)ncc2[nH]1,127,41.57
163,[8*]C(N)C=O,125,43.09
164,[5*]NC1CNC(=O)c2ccnn21,124,58.95
165,[16*]c1c(C)sc2[nH]c(=O)[nH]c(=O)c12,124,65.72
166,[1*]C(=O)CN1C(=O)CN(C)C(=O)c2ccccc21,124,57.69
167,[7*]=Cc1nn2cnnc2s1,123,43.08
168,[14*]c1cc2n(n1)[C@H](N)CNC2=O,123,72.94
169,[14*]c1cc2n(n1)[C@@H](N)CNC2=O,123,72.94
170,[14*]c1nnc2c(n1)[nH]c1ccc(C)cc12,122,54.46
171,[16*]c1ccc2[nH]c(=O)[nH]c2c1,120,48.65
172,[15*]C1CCc2n[nH]c(=O)cc2C1,120,45.75
173,[3*]OS(=O)(=O)C(F)(F)F,119,43.37
174,[14*]c1nnc2n1C(C=O)CC2,119,47.78
175,[14*]c1ncc2cccnc2c1O,119,46.01
176,[7*]=C1SC(=O)NC1=Nc1ccccc1,118,41.46
177,[9*]n1c(=O)[nH]c2ncccc2c1=O,117,67.75
178,[9*]n1c(=O)[nH]c2cccnc2c1=O,116,67.75
179,[15*][C@@H]1CC(=O)c2cn[nH]c2C1,115,45.75
180,[14*]c1n[nH]c2ncncc12,115,54.46
181,[14*]c1nn2c(C=O)cnc2s1,113,47.26
182,[14*]c1nccn2cnnc12,113,43.08
183,[14*]c1cn2ccnc2c(N)n1,113,56.21
184,[14*]c1ncc2c[nH]nc2n1,112,54.46
185,[14*]c1nc(N)c2c[nH]nc2n1,111,80.48
186,[9*]n1nc(C)c2c(=O)[nH]cnc21,110,63.57
187,[1*]C(=O)C(=O)NN=C1CCCCC1,110,58.53
188,[7*]=Cc1[nH]c(=O)[nH]c1O,109,68.88
189,[14*]c1nnc2ncccn12,108,43.08
190,[5*]N1CCC2(CC1)NC(=O)c1cc(C)ccc1N2,107,44.37
191,[3*]OS(C)(=O)=O,107,43.37
192,[16*]c1c[nH]c2c(cnn2C)c1=O,107,50.68
193,[10*]N1C(=O)N[C@H]2C[C@]1(C)Oc1ccccc12,107,41.57
194,[12*]S(=O)(=O)c1cc2c3c(c1)C(C)C(=O)N3CCC2,105,54.45
195,[16*]c1cnc2[nH]c(=O)ccc2c1,104,45.75
196,[1*]C(=O)CN1C(=O)C2CCCC2=Nc2ccccc21,104,49.74
197,[5*]N1CCC[C@]2(C1)NC(=O)NC2=O,103,61.44
198,[16*]c1ccnc2[nH][nH]c(=O)c12,103,61.54
199,[15*][C@@H]1CC(=O)C=C(N)C1,102,43.09
200,[10*]N1C(=O)N[C@@H]2C[C@]1(C)Oc1ccccc12,102,41.57
201,[14*]c1ccc2c(=O)[nH]n(C)c2n1,101,50.68
202,[5*]N1CCC[C@@]2(C1)NC(=O)NC2=O,99,61.44
203,[10*]N1C(=O)N[C@@]2(CCNC2)C1=O,99,61.44
204,[5*]N1CCc2nc(N)c(C#N)cc2C1,98,65.94
205,[16*]c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,98,53.49
206,[13*]C1OC(c2ccccc2)=NN1C(C)=O,97,41.90
207,[14*]c1nn[nH]n1,96,54.46
208,[14*]c1cc(=O)[nH]cn1,96,45.75
209,[13*][C@@H]1S/C(=C(\C#N)C=O)NC1=O,96,69.96
210,[7*]=C(C#N)c1nc(=O)c2ccccc2s1,94,53.75
211,[16*]c1cccc([N+](=O)[O-])c1C,94,43.14
212,[14*]c1ccc([SH](=O)=O)cn1,93,47.03
213,[10*]N1C(=O)OC(C)(C)C1=O,93,46.61
214,[5*]N1CCC2(CC1)NC(=O)c1cccc(C)c1N2,91,44.37
215,[13*][C@H]1S/C(=C(\C#N)C=O)NC1=O,90,69.96
216,[5*]NC1=C(C=O)C(=O)CO1,89,55.40
217,[15*][C@@H]1C(C=O)=C(N)OC2=C1C(=O)CCC2,89,69.39
218,[10*]N1C(=O)CNC(=O)C12CCCC2,89,49.41
219,[1*]C(=O)[C@H](C)N,89,43.09
220,[14*]c1cnc(N)c2nccn12,88,56.21
221,[7*]=C1C(=O)Nc2ccccc2C1=O,87,46.17
222,[5*]NC1=N[C@H]2CS(=O)(=O)C[C@H]2S1,87,58.53
223,[5*]NC1=N[C@H]2CS(=O)(=O)C[C@@H]2S1,87,58.53
224,[5*]NC1=N[C@@H]2CS(=O)(=O)C[C@H]2S1,87,58.53
225,[5*]N1CCN(CN2C(=O)C(=O)c3ccccc32)CC1,87,43.86
226,[5*]N1CCC2(CC1)N=C(c1ccc(C)c(C)c1)C(=O)N2,87,44.70
227,[13*]C1SC(N)=NC1=O,87,55.45
228,[10*]N1C(=O)N[C@@]2(CCCNC2)C1=O,87,61.44
229,[1*]C(=O)CC1CSc2nc3c(c(=O)n21)CCCC3,87,51.96
230,[14*]c1nccn1S(=O)(=O)c1ccccc1,86,51.96
231,[13*]C1SC(=C(C#N)C(N)=O)NC1=O,86,95.98
232,[10*]N1C(=O)CSC1=C(C#N)C(N)=O,86,87.19
233,[14*]c1nc2ncccc2[nH]1,85,41.57
234,[15*]C1(O)C(=O)c2ccccc2C1=O,84,54.37
235,[14*]c1nc2c(=O)[nH]cnc2[nH]1,84,74.43
236,[14*]c1ccc(C#N)c(=O)o1,84,54.00
237,[16*]c1ccoc(=O)c1C#N,83,54.00
238,[14*]c1nccc(=O)[nH]1,83,45.75
239,[16*]c1ccnn2cnnc12,82,43.08
240,[16*]c1ccc2c(c1)N(C)C(=O)NS2(=O)=O,82,66.48
241,[13*][C@@H]1S/C(=C(/C#N)C(N)=O)NC1=O,82,95.98
242,[13*][C@@H]1C[C@H](C(F)F)n2ncnc2N1,82,42.74
243,[13*]C1S/C(=C(/C#N)C(N)=O)NC1=O,82,95.98
244,[16*]c1ccccc1[C@H]1CCNc2ncnn21,81,42.74
245,[13*]C1CC(S(=O)(=O)c2ccccc2)CN1,81,46.17
246,[7*]=CC(=O)NO,80,49.33
247,[10*]N1C(=O)NC2(CCCCC2)C1=O,80,49.41
248,[5*]N1CC[C@]2(C1)C(=O)NC(=O)N2C,79,52.65
249,[14*]c1nnc2c(C)c(C)cnn12,79,43.08
250,[14*]c1cc(C)c2c(=O)oc3ccccc3c2n1,79,43.10
251,[1*]C(=O)CN1C(=O)[C@H]2CCCC2=Nc2ccccc21,79,49.74
252,[9*]n1cnc2c([nH]c3ccc(Br)cc32)c1=O,78,50.68
253,[7*]=Cc1ccccc1[N+](=O)[O-],78,43.14
254,[16*]c1ccccc1[C@@H]1CCNc2ncnn21,78,42.74
255,[1*]C(=O)CCN,78,43.09
256,[9*]n1c2ccc(F)cc2c2nc[nH]c(=O)c21,77,50.68
257,[7*]=Cc1ncoc1O,76,46.26
258,[16*]c1ccc2c(c1)CNS2(=O)=O,76,46.17
259,[15*]C1CCc2n[nH]c(=O)n2CC1,76,50.68
260,[14*]c1ncnc2n[nH]c(Br)c12,76,54.46
261,[14*]c1nccn1S(=O)(=O)c1ccc(C)cc1,76,51.96
262,[14*]c1nc(C)c(O)o1,76,46.26
263,[1*]C(=O)CN=C(N)N,76,81.47
264,[1*]C(=O)CN1C(=O)CSc2nc(C)cc(C)c21,76,50.27
265,[15*]C1C(C=O)=C(N)OC2=C1C(=O)CCC2,75,69.39
266,[14*]c1nc2ccccc2n2c(C)nnc12,75,43.08
267,[12*]S(=O)(=O)c1c(C)n[nH]c1C,75,62.82
268,[7*]=C1C(=O)Nc2ccc(C#CC)cc2C1=O,74,46.17
269,[16*]c1co[nH]c1=O,74,46.00
270,[16*]c1ccc2[nH]c3c(c2c1)CCNC3=O,74,44.89
271,[14*]c1nc2ccccc2c2ncnn12,74,43.08
272,[5*]N1CCN(S(=O)(=O)N2C[C@H](C)O[C@@H](C)C2)CC1,73,53.09
273,[14*]c1n[nH]c(=O)[nH]1,73,61.54
274,[16*]c1ccc2[nH]c3c(=O)[nH]cnc3c2c1,71,61.54
275,[16*]c1ccc([N+](=O)[O-])c(C)c1,71,43.14
276,[16*]c1c(C)nc2n(c1=O)C(CC=O)CS2,71,51.96
277,[7*]=C1SC(N2C[C@@H](C)O[C@H](C)C2)=NC1=O,70,41.90
278,[14*]c1n[nH]c2c1C(=O)CC(C)C2,70,45.75
279,[13*][C@@H]1S/C(=C(\C#N)C(N)=O)NC1=O,70,95.98
280,[9*]n1c(=O)[nH]c(=O)c2c(C)c(C)sc21,69,54.86
281,[16*]c1cccc(C2=Nc3ccccc3NC(=O)C2)c1,69,41.46
282,[14*]c1nc2c(=O)[nH]cnc2n1C,69,63.57
283,[1*]C(=O)C[C@@H]1NS(=O)(=O)c2ccccc21,69,63.24
284,[1*]C(=O)CC1CSc2ncc(C)c(=O)n21,69,51.96
285,[16*]c1ccccc1S(=O)(=O)[C@@H]1CCNC1,68,46.17
286,[16*]c1cccc2c1C(=O)NS2(=O)=O,68,63.24
287,[14*]c1nc2ccc(Cl)cc2n2cnnc12,68,43.08
288,[12*]S(=O)(=O)c1cc2c3c(cccc3c1)C(=O)N(C)C2=O,68,71.52
289,[9*]n1c(=O)[nH]c2ccccc2c1=O,67,54.86
290,[5*]N1CCC2(CC1)N=C(c1ccc(Br)cc1)C(=O)N2,67,44.70
291,[5*]NC(=N)N,66,61.90
292,[14*]c1ccc2ccnc(N)c2n1,66,51.80
293,[1*]C(=O)C1=C(CCl)OC(N)=C(C#N)C1,66,76.11
294,[7*]=C1NS(=O)(=O)c2ccccc21,65,46.17
295,[16*]c1ccc2c(=O)ocnc2c1,65,43.10
296,[15*][C@H]1CNC[C@]12C(=O)NC(=O)N2C,65,61.44
297,[14*]c1nccc2n[nH]c(=O)n12,65,63.05
298,[12*]S(=O)(=O)C1CNC1,65,46.17
299,[11*]SC1=NS(=O)(=O)c2ccc(C)cc2N1,65,58.53
300,[12*]S(=O)(=O)c1ccc2c(c1)C(=O)Nc1cc(C)ccc1O2,64,72.47
301,[11*]SC1=Nc2ccccc2C2=N[C@@H](C)C(=O)N12,64,45.03
302,[10*]N1C(=O)N(C)C2(CCNC2)C1=O,64,52.65
303,[15*]C1C(=O)NC(=O)NC1C,63,58.20
304,[14*]c1n[nH]c(=O)c2nc(C)sc12,63,58.64
305,[5*]N1CCc2nc[nH]c2C1C=O,62,48.99
306,[15*][C@H]1C(C=O)=C(N)OC2=C1C(=O)CC(C)(C)C2,62,69.39
307,[15*][C@H]1C(=O)N=C(S)NC1=O,62,58.53
308,[14*]c1cc(=O)c2cccnc2[nH]1,62,45.75
309,[13*][C@@H]1CC(c2ccco2)=NN1C(C)=O,62,45.81
310,[5*]NC(=S)NN1C(=O)c2cccc3cccc(c23)C1=O,61,61.44
311,[5*]N1CCC2(CC1)N=C(c1ccc(F)cc1)C(=O)N2,61,44.70
312,[16*]c1cnc2c(c1)c(=O)[nH]c(=O)n2C,61,67.75
313,[16*]c1ccc2c(c1)NC(=O)CC(c1cccc(C#N)c1)=N2,61,65.25
314,[14*]c1nnc2n1N=C(c1ccccc1)CS2,61,43.07
315,[14*]c1cc(=O)c2ccc(C)nc2[nH]1,61,45.75
316,[13*]C1OC(N)=C(OS)C1=O,61,61.55
317,[13*]C1OC(=O)C(O)=C1O,61,66.76
318,[11*]SOC1=C(N)OCC1=O,61,61.55
319,[1*]C(=O)[C@@H](C)N,61,43.09
320,[4*][C@H](C)C(N)=O,60,43.09
321,[7*]=C(C#N)C(=O)O,59,61.09
322,[16*]c1cc2c([nH]c1=O)C[C@@H](C)CC2=O,59,49.93
323,[15*][C@@H]1C(=O)C=C(N)C[C@H]1C,59,43.09
324,[16*]c1ccc(C2CCNc3ncnn32)cc1,58,42.74
325,[14*]c1ncc2ncn(C)c2n1,58,43.60
326,[14*]c1nc2ccc(Br)cc2c(=O)o1,58,43.10
327,[13*]C1OC(=O)C(Cl)=C1N,58,52.32
328,[11*]SC1=NS(=O)(=O)c2ccccc21,58,46.50
329,[16*]c1ccc2c(c1)[nH]c1c(=O)[nH]cnc12,57,61.54
330,[14*]c1cc2n(n1)C(C)CNC2=O,57,46.92
331,[8*]CCC(=O)N=c1cccc[nH]1,56,45.22
332,[16*]c1cc2c(nc1N)CCNC2,55,50.94
333,[14*]c1nc2c(c(=O)[nH]1)SC(C)C2,55,45.75
334,[8*]C(NN)C1CCc2cccnc21,54,50.94
335,[5*]NS(=O)(=O)N1CCCCC1,54,49.41
336,[16*]c1ccc(S(=O)(=O)c2ccc(C)c(C)c2)nc1,54,47.03
337,[16*]c1cc2c(cc1[SH](=O)=O)C(=O)Nc1ccccc1O2,54,72.47
338,[16*]c1c[nH]c(=O)c2[nH]c(C)cc12,54,48.65
339,[15*]C1CC(=O)NN=C1c1ccccc1,54,41.46
340,[16*]c1ccccc1S(=O)(=O)C1CCNC1,52,46.17
341,[16*]c1ccccc1C1C(C#N)=C(N)Oc2n[nH]cc21,52,87.72
342,[16*]c1ccc2c(c1)CCCC21NC(=O)NC1=O,52,58.20
343,[14*]c1ccc2c(n1)Nc1ncccc1C(=O)N2C,52,58.12
344,[1*]C(=O)[C@H]1CNCc2cn(C)nc21,52,46.92
345,[1*]C(=O)C[C@@H](C)N,52,43.09
